Concept ID	Concept ID.1	English	Indonesian	Semantic field	Concept Notes	Core set	db_Object	GLOSS	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	MATCH_QUALITY
534	initiationc	initiation ceremony	upacara prabakti	Religion and belief			initiation ceremony	initiation ceremony	534.0	1946	INITIATION CEREMONY (noun)	3.0
535	sermon	sermon	khotbah	Religion and belief			sermon	sermon	535.0	0	???	8.0
536	sacrifice	sacrifice	korban	Religion and belief			sacrifice	sacrifice	536.0	1103	SACRIFICE (noun)	3.0
537	clan	clan	suku	Social and political relations			clan	clan	537.0	302	CLAN (noun)	3.0
538	chieftain	chieftain	kepala suku	Social and political relations			chieftain	chieftain	538.0	301	CHIEFTAIN (noun)	3.0
539	_ruleorgover	to rule or govern	memerintah	Social and political relations			to rule or govern	to rule or govern	539.0	382	GOVERN (verb)	2.0
540	treaty	treaty	"belabaja; perjanjian"	Social and political relations			treaty	treaty	540.0	0	???	8.0
541	marriage	marriage	perkawinan	Social and political relations			marriage	marriage	541.0	2432	MARRIAGE (noun)	3.0
542	friend	friend	teman	Social and political relations			friend	friend	542.0	1325	FRIEND (noun)	3.0
543	enemy	enemy	musuh	Social and political relations			enemy	enemy	543.0	1358	ENEMY (noun)	3.0
544	kingruler	"king; ruler"	rajah	Social and political relations			"king; ruler"	"king; ruler"	544.0	1508	KING	8.0
545	stranger	stranger	"orang luar; orang asing"	Social and political relations			stranger	stranger	545.0	791	STRANGER (noun)	3.0
546	_invite	to invite	mengundang	Social and political relations			to invite	to invite	546.0	1611	INVITE (verb)	2.0
547	_commandoror	to command or order	perintah	Social and political relations			to command or order	to command or order	547.0	1128	ORDER (verb)	2.0
548	dowry	dowry	mas kawin (dari pihak perempuan)	Social and political relations			dowry	dowry	548.0	0	???	8.0
549	thejudge	the judge	hakim	Law			the judge	the judge	549.0	861	JUDGE (noun)	2.0
550	accuse	accuse	menuduh	Law			accuse	accuse	550.0	1814	ACCUSE (verb)	3.0
551	guilty	guilty	bersalah	Law			guilty	guilty	551.0	1682	GUILTY (adjective)	3.0
552	innocent	innocent	tidak bersalah	Law			innocent	innocent	552.0	90	INNOCENT (adjective)	3.0
553	themurder	the murder	pembunuhan	Law			the murder	the murder	553.0	845	MURDER (noun)	2.0
554	theadultery	the adultery	"zina; perzinahan"	Law			the adultery	the adultery	554.0	902	ADULTERY (noun)	2.0
555	penalty	penalty	hukuman	Law			penalty	penalty	555.0	1196	PENALTY (noun)	3.0
556	fishnet	fishnet	jala	Warfare and hunting			fishnet	fishnet	556.0	388	FISHNET (noun)	3.0
557	_surrender	to surrender	menyerahkan	Warfare and hunting			to surrender	to surrender	557.0	1696	SURRENDER (verb)	2.0
558	_defend	to defend	"membela; mempertahankan"	Warfare and hunting			to defend	to defend	558.0	1330	DEFEND (verb)	2.0
559	thewarorbat	the war or battle	perang	Warfare and hunting			the war or battle	the war or battle	559.0	579	BATTLE (noun)	2.0
560	poor	poor	miskin	Possession			poor	poor	560.0	1674	POOR (adjective)	3.0
561	rich	rich	kaya	Possession			rich	rich	561.0	712	RICH (adjective)	3.0
562	money	money	"uang; duit"	Possession			money	money	562.0	1559	MONEY (noun)	3.0
563	market	market	pasar	Possession			market	market	563.0	633	MARKET (noun)	3.0
564	price	price	harga	Possession			price	price	564.0	657	PRICE (noun)	3.0
565	_own	to own	memiliki	Possession			to own	to own	565.0	684	OWN (verb)	2.0
566	_borrow	to borrow	meminjam	Possession			to borrow	to borrow	566.0	1823	BORROW (verb)	2.0
567	_tradeorbart	to trade or barter	berdagang	Possession			to trade or barter	to trade or barter	567.0	370	BARTER (verb)	2.0
568	expensive	expensive	mahal	Possession			expensive	expensive	568.0	1426	EXPENSIVE (adjective)	3.0
569	cheap	cheap	murah	Possession			cheap	cheap	569.0	1887	CHEAP (adjective)	3.0
570	_grasp	to grasp	memegang	Possession			to grasp	to grasp	570.0	2021	GRASP (verb)	2.0
571	_letgo	to let go	melepaskan	Possession			to let go	to let go	571.0	???	???	8.0
572	_promise	to promise	berjanji	Speech and language			to promise	to promise	572.0	1675	PROMISE (verb)	2.0
573	word	word	kata	Speech and language			word	word	573.0	1599	WORD (noun)	3.0
574	_answer	to answer	menjawab	Speech and language			to answer	to answer	574.0	1275	ANSWER (verb)	2.0
575	_refuse	to refuse	menolak	Speech and language			to refuse	to refuse	575.0	49	REFUSE (verb)	2.0
576	_whisper	to whisper	berbisik	Speech and language			to whisper	to whisper	576.0	55	WHISPER (verb)	2.0
577	_besilent	to be silent	diam	Speech and language			to be silent	to be silent	577.0	48	BE SILENT (verb)	2.0
578	_tell	to tell	menceritakan	Speech and language			to tell	to tell	578.0	1711	TELL (verb)	2.0
579	_learn	to learn	belajar	Cognition			to learn	to learn	579.0	504	LEARN (verb)	2.0
580	_teach	to teach	mengajar	Cognition			to teach	to teach	580.0	709	TEACH (verb)	2.0
581	easy	easy	gampang	Cognition			easy	easy	581.0	686	EASY (adjective)	3.0
582	difficult	difficult	sulit	Cognition			difficult	difficult	582.0	584	DIFFICULT (adjective)	3.0
583	finished	finished	selesai	Time			finished	finished	583.0	0	???	8.0
584	now	now	sekarang	Time			now	now	584.0	1376	NOW	2.0
585	hour	hour	jam	Time			hour	hour	585.0	1353	HOUR (noun)	3.0
586	same	same	sama	Miscellaneous function words			same	same	586.0	200	SAME	2.0
587	ovencooking	oven/cooking place	tungku	Food and drink			oven/cooking place	oven/cooking place	587.0	1143	OVEN (noun)	8.0
588	flowerinegm	flower (in e.g. mangga tree)	bunga (di pohon)	Agriculture and vegetation			flower (in e.g. mangga tree)	flower (in e.g. mangga tree)	588.0	239	FLOWER (noun)	3.0
589	vein	vein	urat	The body			vein	vein	589.0	1924	VEIN (noun)	3.0
590	longstick	long (stick)	(kayu) panjang	Spatial relations			long (stick)	long (stick)	590.0	1203	LONG (adjective)	3.0
591	tallperson	tall (person)	(orang) tinggi	Spatial relations			tall (person)	tall (person)	591.0	711	TALL (adjective)	3.0
592	shortstick	short (stick)	(kayu) pendek	Spatial relations			short (stick)	short (stick)	592.0	1645	SHORT (adjective)	3.0
593	narrowroad	narrow (road)	sempit (jalan)	Spatial relations		core set	narrow (road)	narrow (road)	593.0	1267	NARROW (adjective)	3.0
594	inhabitedla	inhabited land	benua				inhabited land	inhabited land	594.0	???	???	8.0
595	roofrafter	roof rafter	kasau	The House			roof rafter	roof rafter	595.0	829	RAFTER (noun)	5.0
596	_searchhuntf	to search/hunt for	cari				to search/hunt for	to search/hunt for	596.0	1435	HUNT (verb)	4.0
597	_crouch	to crouch	jongkok (di w.c.)				to crouch	to crouch	597.0	296	CROUCH (verb)	2.0
598	_chaseawayto	"to chase away; to expel"	mengejar	Basic actions and technology			"to chase away; to expel"	to chase away	411.0	???	???	8.0
601		footprint	Kaki		from Keraf		footprint	FOOTPRINT				
603		return	Balik		from Keraf		return	RETURN				
606		stomach	Isi perut		from Keraf		stomach	STOMACH				
607		tooth	Gigi		from Keraf		tooth	TOOTH				
609		fist	Bertinju		from Keraf		fist	FIST				
612		stem	Batang		from Keraf		stem	STEM				
614		swollen	Bengkak		from Keraf		swollen	SWOLLEN				
618		worm	Cacing		from Keraf		worm	WORM				
625		dew	Embun		from Keraf		dew	DEW				
629		old	Tua		from Keraf		old	OLD				
631		right, correct	 Betul		from Keraf		right, correct	RIGHT, CORRECT				
633		in	Di		from Keraf		in	IN				
634		inside	Dalam		from Keraf		inside	INSIDE				
641		other	Lain		from Keraf		other	OTHER				
642		some	Beberapa		from Keraf		some	SOME				
644	tobacco	tobacco	tembako				tobacco	TOBACCO
