Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
øh	399.0	hamap				
hor	400.0	hamap				
adil	402.0	hamap				
tɛʔ	404.0	hamap				
taburaŋ	406.0	hamap				
ud	408.0	hamap				
atɛtɛl	409.0	hamap				
am.inɛʔ	410.0	hamap				
lap	413.0	hamap				
haruŋ	414.0	hamap				
haʔ.ʊid	416.0	hamap				
tɛd	417.0	hamap				
opʊin	419.0	hamap				
apɛt	420.0	hamap				
haʔor	421.0	hamap				
abiʔ.iŋ	422.0	hamap				
adʊdʊ	423.0	hamap				
adinɛ	424.0	hamap				
	426.0	hamap	To crouch as on an Indonesian toilet, NOT: to kneel			
	439.0	hamap	NOT: lipat tikar			
masaŋ	442.0	hamap				
taʔan	449.0	hamap				
nu	450.0	hamap				
alo	451.0	hamap				
tof	452.0	hamap				
ut	453.0	hamap				
iv.ɛhiŋ	454.0	hamap				
talaŋ	455.0	hamap				
itito	456.0	hamap				
tur.alo	457.0	hamap				
tiɛ.u	458.0	hamap				
airnu	459.0	hamap				
air alo	469.0	hamap				
ratnu	482.0	hamap				
bab	487.0	hamap	The kinship task also asks for this term			
	488.0	hamap	The kinship task also asks for this term			
diʔ.iŋ	489.0	hamap	The kinship task also asks for this term			
	490.0	hamap	The kinship task also asks for this term			
	491.0	hamap	The kinship task also asks for this term			
	492.0	hamap	The kinship task also asks for this term			
	493.0	hamap	The kinship task also asks for this term			
	494.0	hamap	The kinship task also asks for this term			
	495.0	hamap	The kinship task also asks for this term			
	496.0	hamap	The kinship task also asks for this term			
	497.0	hamap	The kinship task also asks for this term			
	498.0	hamap	The kinship task also asks for this term			
	499.0	hamap	The kinship task also asks for this term			
	500.0	hamap	The kinship task also asks for this term			
	501.0	hamap	The kinship task also asks for this term			
	503.0	hamap	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	hamap	The cultural features questionnaire also asks for this term.			
	506.0	hamap	The cultural features questionnaire also asks for this term.			
	522.0	hamap	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	hamap	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	hamap	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
buŋ	588.0	hamap				
lai	590.0	hamap				
toʔaŋ	592.0	hamap				
kapuh	593.0	hamap	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
buluŋ	0.0	kabola				
wer	1.0	kabola	(also day)			
wul	2.0	kabola				
ib	3.0	kabola				
dilku	4.0	kabola				
wer	5.0	kabola	(also sun)			
lalami	7.0	kabola				
kumi	8.0	kabola				
otoriŋ olomi	9.0	kabola				
dilele	10.0	kabola				
holo	11.0	kabola				
-	12.0	kabola				
la:b	13.0	kabola	(also fog)			
so:mi	14.0	kabola				
nui	15.0	kabola				
la:b	17.0	kabola	(?? same as fog and cloud?)			
harib	18.0	kabola	bunyinya			
méreʔ	19.0	kabola	kilatan, cahaya			
tiyoko	20.0	kabola				
la:b	21.0	kabola	(same as cloud); kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
mɔl	22.0	kabola				
-	25.0	kabola				
bini	26.0	kabola				
bini	27.0	kabola				
baŋ eme	28.0	kabola				
waʔai	29.0	kabola				
peliʔi	30.0	kabola				
lówo	31.0	kabola				
wi	32.0	kabola				
koʔoi	33.0	kabola	batu (rock) di pantai			
tonkar	34.0	kabola	karang (reef) di dasar laut			
jiʔ	35.0	kabola				
taŋ	36.0	kabola				
bobo	37.0	kabola				
bʊbuy	38.0	kabola				
tapahaʔ	39.0	kabola				
butuʔ	40.0	kabola				
dil	43.0	kabola				
jeʔ	45.0	kabola				
yeʔ	45.0	kabola				
o:y	46.0	kabola				
-	49.0	kabola				
	50.0	kabola	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
siwaŋ	51.0	kabola				
spáda	52.0	kabola				
baliŋ boʔoboy	53.0	kabola				
kába	54.0	kabola				
peheʔ	55.0	kabola	(there was much confusion between ‘burden stick’, ‘bow’ and ‘arrow’; these could be mixed up)			
ti bo	56.0	kabola	(= tree stalk)			
baliŋ	57.0	kabola				
koboriŋ	59.0	kabola				
u:l	60.0	kabola				
dur	61.0	kabola				
siwaŋ	62.0	kabola	 (same as rope???)			
bloni	63.0	kabola				
bátaŋ	64.0	kabola				
awal	67.0	kabola				
aab bəneʔo	68.0	kabola				
awal bəneʔo	68.0	kabola				
mɔl	71.0	kabola	(same as river???); NOT 'debu' (dust, after you have been sweeping)			
pára	72.0	kabola				
waʔay	73.0	kabola				
(w)uy kawál	74.0	kabola				
woitjo	75.0	kabola				
lúyu	76.0	kabola				
baŋ	77.0	kabola				
o:y	78.0	kabola	(also boat)			
o:y	79.0	kabola				
lip	80.0	kabola				
yaʔar	81.0	kabola				
uwaʔ	82.0	kabola				
men	83.0	kabola				
tiʔ	84.0	kabola				
ti baʔai	86.0	kabola				
ti beheʔ	87.0	kabola				
ataŋ	88.0	kabola	(also arm/hand); cabang pohon			
ha:	89.0	kabola				
loyoʔ	90.0	kabola				
haliʔiŋ	91.0	kabola				
ti piri	92.0	kabola				
okowal	93.0	kabola				
h̥a:la (meme)	96.0	kabola	([h] very short and quiet)			
h̥a:la me:	98.0	kabola				
ha:laʔ	99.0	kabola				
teʔe	100.0	kabola				
teʔe	101.0	kabola				
buʔ	102.0	kabola				
mocoʔ	103.0	kabola				
ʔowi	104.0	kabola				
na saŋ	105.0	kabola				
walál	106.0	kabola				
benkow	107.0	kabola				
mol	108.0	kabola	(minimal pair with ‘river’??)			
job	111.0	kabola				
botiʔ	112.0	kabola				
boti̥ kawal	113.0	kabola				
waʔ	114.0	kabola				
ol kuil	115.0	kabola				
haʔai	116.0	kabola				
now	117.0	kabola				
motoŋ behe	118.0	kabola				
puʔ	119.0	kabola				
peteŋ	120.0	kabola				
moʔoi	121.0	kabola				
beʔ	122.0	kabola				
takele	123.0	kabola				
toŋ	124.0	kabola				
toŋ bal	125.0	kabola				
(h)utu	126.0	kabola				
maʔai	127.0	kabola				
tɔʔ	128.0	kabola	(cf., oto ‘breast’); not 'breast'			
taŋ	129.0	kabola	(also ‘sea’)			
tamára	130.0	kabola				
tlopoʔ	132.0	kabola				
keneme	133.0	kabola				
latutoŋ (sele)	134.0	kabola				
teŋ nui	135.0	kabola	(teŋ ‘eye’)			
u̥wí	136.0	kabola				
demúlu	138.0	kabola				
ʔom atoʔo	139.0	kabola	(ʔom ‘inside’)			
atoʔo kenewe	141.0	kabola	(lit., ‘stomach small’)			
ahaʔ	142.0	kabola				
owaʔ kʊri	143.0	kabola				
atoʔo	144.0	kabola				
lo:ŋ	145.0	kabola				
loŋ kəriʔi kenewe	146.0	kabola	(? kenewe ‘small’)			
omúru	147.0	kabola				
teŋ	148.0	kabola				
awel	149.0	kabola				
tomboy	150.0	kabola				
táta	151.0	kabola				
harawahá	152.0	kabola				
ómi taporo	153.0	kabola				
tawehẽ(ŋ)	154.0	kabola				
taléb	155.0	kabola				
ʔodolo	156.0	kabola				
tabelé	157.0	kabola				
(h)ataŋ	163.0	kabola				
tataŋ paʔa	166.0	kabola				
hataŋ kusiŋ	167.0	kabola				
otoʔ	168.0	kabola	(cf., tɔʔ ‘milk’)			
təpúsu	170.0	kabola				
to:t	171.0	kabola	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
ha:l	172.0	kabola	Kemaluan perempuan, same as above.			
to:t kowai	173.0	kabola				
heʔawa	174.0	kabola				
ekukar	176.0	kabola				
he wúru	178.0	kabola				
tamóto	179.0	kabola				
pikul	182.0	kabola				
tebaha	183.0	kabola				
kac	184.0	kabola				
ko:t	185.0	kabola				
pálaŋ	186.0	kabola				
towahati teyoʔo	187.0	kabola				
teŋ maʔala	188.0	kabola	(teŋ ‘eye’ maʔala ‘sick/hurt’); Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
suyahaʔ	189.0	kabola				
nom noʔo	190.0	kabola	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
toni	191.0	kabola				
koi kaʔai	192.0	kabola	(kaʔai ‘small’)			
loti sini	193.0	kabola				
kobo sini	194.0	kabola				
noloti	195.0	kabola				
nokobo	196.0	kabola	Not 'married woman'.			
niwi	197.0	kabola				
niwi koy	197.0	kabola				
nimiŋ koy	198.0	kabola				
nokoy mot	199.0	kabola				
nokoy diʔi	200.0	kabola				
ʔowol	201.0	kabola				
nomi ʔasówo	202.0	kabola	(nomi ‘person’)			
	211.0	kabola	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	kabola	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
weʔeŋ	231.0	kabola				
toiɲ	232.0	kabola				
bináŋta	236.0	kabola	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
bel	238.0	kabola				
biʔ	239.0	kabola				
siu	240.0	kabola	(also bird)			
dul	241.0	kabola				
téko	242.0	kabola				
hol meneme	243.0	kabola				
(h)ol	244.0	kabola				
jikuy paʔa	245.0	kabola				
meréreŋ	246.0	kabola				
ʔol paʔa	249.0	kabola	(minimal pair with ʔor ‘throw’)			
hab	250.0	kabola				
ab moti	251.0	kabola	(lit., ‘big fish’?)			
to:b	252.0	kabola				
-	253.0	kabola				
baʔai	254.0	kabola				
halése	255.0	kabola				
-	256.0	kabola				
jiku	257.0	kabola				
jiku	258.0	kabola				
siu	259.0	kabola	 (also chicken)			
awitiŋ	260.0	kabola				
amʊʔu	263.0	kabola				
mon	264.0	kabola				
pali	265.0	kabola				
palj	265.0	kabola				
(siu) doʔ	266.0	kabola				
karéʔe	267.0	kabola				
popoʔo	268.0	kabola				
lebeŋ	269.0	kabola				
kiʔin	270.0	kabola				
leʔiliŋ	271.0	kabola				
sóno	272.0	kabola				
keléleŋ baŋbaŋ	274.0	kabola				
koiɲ	275.0	kabola				
weríŋ	276.0	kabola				
temelé	278.0	kabola				
weu	279.0	kabola				
təmeʔei	280.0	kabola				
motiʔ	281.0	kabola				
kaʔai	282.0	kabola				
luwúŋan	283.0	kabola				
dewewer	284.0	kabola				
temaʔaw	285.0	kabola	(male or female)			
kowolo	286.0	kabola	kowolo (male), lawáta (female)			
lawáta	286.0	kabola	kowolo (male), lawáta (female)			
maraiɲ	287.0	kabola	owakariʔiŋ, maraiɲ (very lazy)			
owakariʔiŋ	287.0	kabola	owakariʔiŋ, maraiɲ (very lazy)			
wer buni	288.0	kabola	(wer ‘sun’)			
maʔab	289.0	kabola				
noʔo	290.0	kabola				
yahaʔ	291.0	kabola				
utulu	292.0	kabola				
dokoho	293.0	kabola				
breʔe	296.0	kabola				
taʔata	297.0	kabola				
wer poilj	298.0	kabola	(wer ‘sun’)			
la:ma	302.0	kabola				
teʔey	303.0	kabola				
dil kuʔu	307.0	kabola	(also ‘night’)			
diyéle	308.0	kabola				
nakaroʔo	309.0	kabola				
mədúluŋ	310.0	kabola				
namaŋ	311.0	kabola	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
kúmu	312.0	kabola				
təróyo	313.0	kabola				
wéleŋ	314.0	kabola				
kəbúlu	315.0	kabola	(also ‘correct’)			
peʔereŋ	316.0	kabola				
kabulu	318.0	kabola	 (also ‘straight’)			
asala	319.0	kabola				
ténaŋ	320.0	kabola				
bo:ni	321.0	kabola				
maʔala	322.0	kabola	(also ‘salty’ and ‘sick’?)			
deléweŋ	323.0	kabola				
alsuŋ	324.0	kabola				
lusuŋ	324.0	kabola				
maʔala	325.0	kabola				
səlóy	326.0	kabola				
dulu	327.0	kabola	(slippery)			
-	328.0	kabola				
laʔana	329.0	kabola				
wéle	330.0	kabola				
tene	331.0	kabola				
molmol	332.0	kabola				
-	333.0	kabola				
baʔoil	334.0	kabola				
maróri	335.0	kabola	maʔala (same as ‘salty, bitter’); There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
maʔala	335.0	kabola	maʔala (same as ‘salty, bitter’); There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
málaʔ	336.0	kabola				
dol(o) taʔata	337.0	kabola	(taʔata ‘dry’)			
om sili	338.0	kabola	(om ‘inside’)			
eɲjaháʔ	339.0	kabola				
awel pəlaʔa	340.0	kabola				
baroitj	341.0	kabola				
ekeriʔiŋ	342.0	kabola				
edunu	343.0	kabola				
meʔéhe	344.0	kabola				
amúniŋ	345.0	kabola				
utunut	346.0	kabola				
ʔel (we)	347.0	kabola				
motiŋ	349.0	kabola				
taʔara	352.0	kabola				
mopo	353.0	kabola				
tohóʔ	354.0	kabola				
aren tʊho	355.0	kabola				
tewili	356.0	kabola				
awíli	357.0	kabola				
mihi	358.0	kabola				
toho mi	359.0	kabola				
laʔaw	360.0	kabola				
teʔeŋ	361.0	kabola				
holoŋ	363.0	kabola				
líli	364.0	kabola				
múyu	365.0	kabola				
kólo	366.0	kabola	e.g. pohon yang dipotong.			
amúyuʔ	367.0	kabola				
jina	368.0	kabola	(probably literally, ‘water drink’)			
nakóri	369.0	kabola				
naʔadi	369.0	kabola				
nadowo	370.0	kabola				
(na)lam	371.0	kabola				
nasaróto	372.0	kabola				
wocoŋ	373.0	kabola				
noʔoiɲ	374.0	kabola				
míni	376.0	kabola				
merʔene	377.0	kabola				
luhúʔ	378.0	kabola				
maʔ	379.0	kabola				
ya:la	380.0	kabola				
kəwéye	381.0	kabola				
mayal	382.0	kabola	(lego-lego dance)			
da:laʔ	383.0	kabola				
(dil) tub	384.0	kabola	(dil ‘garden’)			
daŋ	385.0	kabola				
lébeŋ	386.0	kabola				
nasaŋ	387.0	kabola				
nasã	387.0	kabola				
haʔai woho	388.0	kabola				
dutúʔ	389.0	kabola				
hupu	390.0	kabola				
paraŋ puyu	391.0	kabola				
uyu	392.0	kabola				
luhúʔ	393.0	kabola	(also ‘wipe’)			
tu:	394.0	kabola				
tuwu	394.0	kabola				
aléme	395.0	kabola				
wála	396.0	kabola				
bisíʔ	397.0	kabola				
	398.0	kabola	E.g. to slap someone on the cheek; NOT to clap hands. 			
ʔeheʔ	399.0	kabola				
taʔai	400.0	kabola				
aboʔoi	401.0	kabola				
kápiŋ	402.0	kabola				
abaʔaŋ	403.0	kabola				
delám	403.0	kabola				
teʔé	404.0	kabola				
damuliŋ	406.0	kabola				
hubuʔuŋ	407.0	kabola				
ʔor	408.0	kabola	(cf., ʔol ‘tail’)			
dilap	409.0	kabola				
amíni	410.0	kabola				
arlili	411.0	kabola				
yaŋ lap	413.0	kabola				
wóloŋ	414.0	kabola				
apót	415.0	kabola				
tawoilj	416.0	kabola				
natéleʔ mára	417.0	kabola				
oʔopuiɲ	419.0	kabola				
apoco	420.0	kabola				
soʔor	421.0	kabola				
apiʔiŋ	422.0	kabola				
odoʔo	423.0	kabola				
ariŋ miʔi	424.0	kabola				
poy	425.0	kabola				
doiɲdoiɲ (mihí)	426.0	kabola	To crouch as on an Indonesian toilet, NOT: to kneel			
liʔiw	426.0	kabola	To crouch as on an Indonesian toilet, NOT: to kneel			
teraʔai	428.0	kabola				
kabówo	429.0	kabola				
apapaʔ	430.0	kabola				
we:l	431.0	kabola				
wail	432.0	kabola				
nataʔaw	433.0	kabola				
(na) doliŋ	434.0	kabola				
whutéle	435.0	kabola				
(na) lolo	436.0	kabola				
təwúni	437.0	kabola				
anána	438.0	kabola				
napalíʔi	439.0	kabola	NOT: lipat tikar			
ʔokreyeŋ	440.0	kabola				
olówo	441.0	kabola				
másaŋ	442.0	kabola				
natapang	444.0	kabola				
ʔor	445.0	kabola	(minimal pair with ‘tail’?)			
huʔuiɲ	446.0	kabola				
baʔa (akuli)	447.0	kabola				
hutaʔaiɲ	448.0	kabola				
taʔána	449.0	kabola				
nu	450.0	kabola				
ho:lo	451.0	kabola				
hoʔolo	451.0	kabola				
tówo	452.0	kabola				
u:t	453.0	kabola				
weheŋ	454.0	kabola				
tálaŋ	455.0	kabola				
wuitto	456.0	kabola				
turlo	457.0	kabola				
tiʔinu	458.0	kabola				
karnu	459.0	kabola				
karnu woliŋ nu	460.0	kabola				
karnu woliŋ olo	461.0	kabola				
karnu woliŋ towo	462.0	kabola				
kar jolo	469.0	kabola				
kar jolo nu	470.0	kabola				
kar tówo	475.0	kabola				
rat nu	482.0	kabola				
ratnu karjolo woliŋ tówo	483.0	kabola				
rattolo	484.0	kabola				
ribnu	485.0	kabola				
-	487.0	kabola	The kinship task also asks for this term			
	488.0	kabola	The kinship task also asks for this term			
ʔor(o) kala	489.0	kabola	The kinship task also asks for this term			
	490.0	kabola	The kinship task also asks for this term			
	491.0	kabola	The kinship task also asks for this term			
	492.0	kabola	The kinship task also asks for this term			
	493.0	kabola	The kinship task also asks for this term			
	494.0	kabola	The kinship task also asks for this term			
	495.0	kabola	The kinship task also asks for this term			
	496.0	kabola	The kinship task also asks for this term			
	497.0	kabola	The kinship task also asks for this term			
	498.0	kabola	The kinship task also asks for this term			
	499.0	kabola	The kinship task also asks for this term			
	500.0	kabola	The kinship task also asks for this term			
	501.0	kabola	The kinship task also asks for this term			
	503.0	kabola	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	kabola	The cultural features questionnaire also asks for this term.			
	506.0	kabola	The cultural features questionnaire also asks for this term.			
	522.0	kabola	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	kabola	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	kabola	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
seʔewuy	587.0	kabola				
ti buŋ	588.0	kabola				
tərú	589.0	kabola				
lou	590.0	kabola				
lewen	591.0	kabola				
toʔoŋ	592.0	kabola				
kepúhu	593.0	kabola	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
aloloʔ	598.0	kabola				
bulung	0.0	kaerapadangsul				
kuwer	1.0	kaerapadangsul				
ur	2.0	kaerapadangsul				
ipalaq	3.0	kaerapadangsul				
iqano	4.0	kaerapadangsul				
uwer	5.0	kaerapadangsul				
qanan	7.0	kaerapadangsul				
miyag	8.0	kaerapadangsul				
getraxo	9.0	kaerapadangsul				
urung	10.0	kaerapadangsul				
təraxo	11.0	kaerapadangsul				
qanang-qana	12.0	kaerapadangsul				
bənab	13.0	kaerapadangsul				
qeuw	14.0	kaerapadangsul				
ay	15.0	kaerapadangsul				
ay kiri-kiri	16.0	kaerapadangsul				
souk	17.0	kaerapadangsul				
id dugurung	18.0	kaerapadangsul	bunyinya			
kii	19.0	kaerapadangsul	kilatan, cahaya			
itiyoqung	20.0	kaerapadangsul				
bənab	21.0	kaerapadangsul	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
boi	22.0	kaerapadangsul				
yir mogo	25.0	kaerapadangsul				
yir wad	25.0	kaerapadangsul				
bukuu	26.0	kaerapadangsul				
aban	28.0	kaerapadangsul				
maxa	29.0	kaerapadangsul				
par	30.0	kaerapadangsul				
yequ	31.0	kaerapadangsul				
war	32.0	kaerapadangsul				
xoqís	33.0	kaerapadangsul	batu (rock) di pantai			
	34.0	kaerapadangsul	karang (reef) di dasar laut			
jiir	35.0	kaerapadangsul				
tam	36.0	kaerapadangsul				
boob	37.0	kaerapadangsul				
qaaw	38.0	kaerapadangsul				
qaqui eres	39.0	kaerapadangsul				
ur gom	40.0	kaerapadangsul				
ur wado	40.0	kaerapadangsul				
-	42.0	kaerapadangsul				
ei	46.0	kaerapadangsul				
kaul	49.0	kaerapadangsul				
	50.0	kaerapadangsul	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
siil	51.0	kaerapadangsul				
taaxi	53.0	kaerapadangsul				
xabi	54.0	kaerapadangsul				
-	55.0	kaerapadangsul				
tukur	56.0	kaerapadangsul				
kumat	59.0	kaerapadangsul				
qulubit	60.0	kaerapadangsul				
siar	61.0	kaerapadangsul				
səmering	61.0	kaerapadangsul				
imay	62.0	kaerapadangsul				
bis	63.0	kaerapadangsul				
baati	64.0	kaerapadangsul				
(i)naaqasi	65.0	kaerapadangsul				
aad wasing	67.0	kaerapadangsul	'firewood'			
aad bənaax	68.0	kaerapadangsul				
braam	70.0	kaerapadangsul				
bəraam	71.0	kaerapadangsul	NOT 'debu' (dust, after you have been sweeping)			
ilisaq	72.0	kaerapadangsul				
maxam moqi	73.0	kaerapadangsul				
drour	74.0	kaerapadangsul				
dəlour	74.0	kaerapadangsul				
weis	75.0	kaerapadangsul				
te	76.0	kaerapadangsul				
ma	77.0	kaerapadangsul				
ma xabi	78.0	kaerapadangsul	(lit, 'spear house')			
kurung	79.0	kaerapadangsul				
deeki	80.0	kaerapadangsul				
tuuni	81.0	kaerapadangsul				
magong	82.0	kaerapadangsul				
maan	83.0	kaerapadangsul				
tei	84.0	kaerapadangsul				
tei wasi	86.0	kaerapadangsul				
tei wa	87.0	kaerapadangsul				
tei getani	88.0	kaerapadangsul	cabang pohon			
aad	89.0	kaerapadangsul				
leeg	90.0	kaerapadangsul				
aki	91.0	kaerapadangsul				
tei isi	92.0	kaerapadangsul				
guax	93.0	kaerapadangsul				
mar	96.0	kaerapadangsul				
mar mamang	97.0	kaerapadangsul				
naqar	98.0	kaerapadangsul				
naxaro	98.0	kaerapadangsul				
mar (uwasiwang)	99.0	kaerapadangsul				
bui	102.0	kaerapadangsul				
maat	103.0	kaerapadangsul				
awar	104.0	kaerapadangsul				
maat si	105.0	kaerapadangsul				
kukasi	106.0	kaerapadangsul				
bengkuk	107.0	kaerapadangsul				
nei	108.0	kaerapadangsul				
naat	110.0	kaerapadangsul				
uub	111.0	kaerapadangsul				
batar	112.0	kaerapadangsul				
batar ipi	113.0	kaerapadangsul				
waat	114.0	kaerapadangsul				
kunubu	115.0	kaerapadangsul				
ai qoli	116.0	kaerapadangsul	tox 'palm wine'			
tox	116.0	kaerapadangsul	tox 'palm wine'			
matoling	118.0	kaerapadangsul				
matolung	118.0	kaerapadangsul				
paal	119.0	kaerapadangsul				
mogoi	121.0	kaerapadangsul				
wow	122.0	kaerapadangsul				
kasí	123.0	kaerapadangsul				
naka	124.0	kaerapadangsul				
kunur	125.0	kaerapadangsul				
taau	126.0	kaerapadangsul				
taaun yir	127.0	kaerapadangsul				
tuu	128.0	kaerapadangsul	not 'breast'			
isar	129.0	kaerapadangsul				
qaau	130.0	kaerapadangsul				
umung	131.0	kaerapadangsul				
giri	132.0	kaerapadangsul				
kiri	132.0	kaerapadangsul				
paas	133.0	kaerapadangsul				
trugung	134.0	kaerapadangsul				
turugung	134.0	kaerapadangsul				
teet low	135.0	kaerapadangsul				
wee	136.0	kaerapadangsul				
taxai	138.0	kaerapadangsul				
tilil	139.0	kaerapadangsul				
diyaq	141.0	kaerapadangsul				
tatoki	144.0	kaerapadangsul				
tətoki	144.0	kaerapadangsul				
toong(kul)	145.0	kaerapadangsul				
toongwa	146.0	kaerapadangsul				
mudu'	147.0	kaerapadangsul	'body hair, fur, feather'			
teet gwaq	148.0	kaerapadangsul	teet mudu' 'eyelash'			
teet mudu'	148.0	kaerapadangsul	teet mudu' 'eyelash'			
tuwar wa	149.0	kaerapadangsul				
timim	150.0	kaerapadangsul				
tua	151.0	kaerapadangsul				
tua somoi	152.0	kaerapadangsul				
tua tupa'	153.0	kaerapadangsul				
tua sing	154.0	kaerapadangsul				
taleeb	155.0	kaerapadangsul				
tatax	156.0	kaerapadangsul				
tabagat	157.0	kaerapadangsul				
tatang	163.0	kaerapadangsul				
tatang wa	164.0	kaerapadangsul				
tatang gom	165.0	kaerapadangsul				
tatang tupa'	166.0	kaerapadangsul				
tatang kusing	167.0	kaerapadangsul				
tuu	168.0	kaerapadangsul				
totay	170.0	kaerapadangsul				
	171.0	kaerapadangsul	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	kaerapadangsul	Kemaluan perempuan, same as above.			
tabat	174.0	kaerapadangsul				
tabat wa	175.0	kaerapadangsul				
tabat bey gimim	176.0	kaerapadangsul				
tabat gom	177.0	kaerapadangsul				
tabat uku	178.0	kaerapadangsul				
tewaring	179.0	kaerapadangsul				
tor kiri	180.0	kaerapadangsul				
tor kri	180.0	kaerapadangsul				
taas ér	181.0	kaerapadangsul				
koi	182.0	kaerapadangsul				
bato	183.0	kaerapadangsul				
ibat	183.0	kaerapadangsul				
qaat	184.0	kaerapadangsul				
kus bani	186.0	kaerapadangsul				
qomodi	187.0	kaerapadangsul				
	188.0	kaerapadangsul	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
sow	189.0	kaerapadangsul				
uyaxo'	190.0	kaerapadangsul	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
teeni	191.0	kaerapadangsul				
tuaq	192.0	kaerapadangsul				
masik waal	193.0	kaerapadangsul				
umoq waal	194.0	kaerapadangsul				
gemasik	195.0	kaerapadangsul				
geumuq	196.0	kaerapadangsul	Not 'married woman'.			
now	197.0	kaerapadangsul				
namam	198.0	kaerapadangsul				
nekaw	199.0	kaerapadangsul	'same sex sibling'			
nedik	200.0	kaerapadangsul	'opposite sex sibling'			
gay	201.0	kaerapadangsul				
jonggos	202.0	kaerapadangsul				
	211.0	kaerapadangsul	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	kaerapadangsul	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
waxor	231.0	kaerapadangsul				
teney	232.0	kaerapadangsul				
	236.0	kaerapadangsul	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
ibar	238.0	kaerapadangsul				
bey	239.0	kaerapadangsul				
siaq	240.0	kaerapadangsul				
dur	241.0	kaerapadangsul				
tek	242.0	kaerapadangsul				
orow	243.0	kaerapadangsul				
rusi	244.0	kaerapadangsul				
merei	246.0	kaerapadangsul				
gor	249.0	kaerapadangsul				
ab	250.0	kaerapadangsul				
sibar	251.0	kaerapadangsul				
xalaaru	253.0	kaerapadangsul				
bagay	254.0	kaerapadangsul				
iris	255.0	kaerapadangsul				
-	256.0	kaerapadangsul				
yirko	257.0	kaerapadangsul				
duum	259.0	kaerapadangsul				
guat	260.0	kaerapadangsul				
gumuk	263.0	kaerapadangsul				
damung	264.0	kaerapadangsul				
par	265.0	kaerapadangsul				
gotoqi	266.0	kaerapadangsul				
dungkalaing	267.0	kaerapadangsul				
qoqo	268.0	kaerapadangsul				
ubar	269.0	kaerapadangsul				
king	270.0	kaerapadangsul				
iriking	271.0	kaerapadangsul				
ow	272.0	kaerapadangsul				
kakaranga	274.0	kaerapadangsul				
kuwang	275.0	kaerapadangsul				
iring	276.0	kaerapadangsul				
